date,miles,rank,delta
2019-06-11,36.23945219779537,187.0,-150.76054780220463
2021-05-01,36.217952701107286,188.0,-151.7820472988927
2019-02-21,36.146681248213554,189.0,-152.85331875178645
2020-09-26,36.12480892788348,190.0,-153.87519107211654
2017-09-04,36.009606422508604,191.0,-154.9903935774914
2016-02-06,35.94889830613792,192.0,-156.05110169386208
2014-03-20,35.82101979693539,193.0,-157.1789802030646
2021-03-30,35.78547727639902,194.0,-158.21452272360096
2021-10-31,35.78274323635776,195.0,-159.21725676364224
2021-06-29,35.69500540594281,196.0,-160.30499459405718
2020-08-02,35.653994805323926,197.0,-161.34600519467608
2019-12-15,35.49032522649036,198.0,-162.50967477350963
2021-11-06,35.443722271241626,199.0,-163.55627772875837
2015-08-15,35.287944126163524,200.0,-164.71205587383648
2015-05-02,35.26290280487653,201.0,-165.73709719512345
2017-03-12,35.139933140293536,202.0,-166.86006685970648
2021-06-19,34.8094249816695,203.0,-168.1905750183305
2014-07-12,34.69391178992631,204.0,-169.30608821007368
2018-12-23,34.65762362210596,205.0,-170.34237637789403
2019-06-23,34.1928368150919,206.0,-171.8071631849081
2016-12-04,33.65050269054395,207.0,-173.34949730945604
2020-03-21,33.534678812432425,208.0,-174.46532118756758
2014-10-12,33.133582710924976,209.0,-175.86641728907503
2021-08-14,33.07983396920477,210.0,-176.92016603079523
2013-04-15,33.029564914809804,211.0,-177.9704350851902
2018-07-08,32.66842308026893,212.0,-179.33157691973108
2020-05-02,32.64226328805597,213.0,-180.35773671194403
2020-08-06,32.481576298358334,214.0,-181.51842370164167
2020-10-17,32.16274994718332,215.0,-182.83725005281667
2018-05-19,32.13422893857109,216.0,-183.86577106142892
2020-08-18,31.650428125815555,217.0,-185.34957187418445
2019-08-18,31.5504492524886,218.0,-186.4495507475114
2015-08-09,31.535722718629998,219.0,-187.46427728137002
2014-03-25,30.9544285234941,220.0,-189.0455714765059
2016-08-09,30.86992183130973,221.0,-190.13007816869026
2021-10-10,30.635788584140084,222.0,-191.36421141585993
2014-05-13,30.622739756670438,223.0,-192.37726024332957
2014-04-09,30.617955186598234,224.0,-193.38204481340176
2021-09-19,30.303851268221756,225.0,-194.69614873177824
2015-07-19,30.026967576770602,226.0,-195.9730324232294
2013-09-07,29.985832701604387,227.0,-197.01416729839562
2018-12-24,29.87684392359601,228.0,-198.123156076404
2018-07-11,29.859942585159136,229.0,-199.14005741484087
2019-08-14,29.84993848409907,230.0,-200.15006151590092
2021-02-25,29.79097021139101,231.0,-201.209029788609
2020-05-18,29.743745883405623,232.0,-202.2562541165944
2018-04-29,29.73386605689289,233.0,-203.26613394310712
2015-09-10,29.708762598332235,234.0,-204.29123740166776
2020-08-16,29.629910398051376,235.0,-205.37008960194862
2019-06-01,29.602569997638785,236.0,-206.3974300023612
2021-06-24,29.475809959362223,237.0,-207.5241900406378
2021-08-07,29.41777374575913,238.0,-208.58222625424088
2014-08-23,29.336436054531674,239.0,-209.66356394546833
2021-09-18,29.309157791392746,240.0,-210.69084220860725
2014-12-25,29.221171411883134,241.0,-211.77882858811688
2021-05-31,29.079560565200644,242.0,-212.92043943479936
2013-08-26,29.07353324965514,243.0,-213.92646675034487
2021-02-03,29.007232778654604,244.0,-214.9927672213454
2021-12-24,28.850336162650528,245.0,-216.14966383734946
2019-05-25,28.850087613555868,246.0,-217.14991238644413
2019-08-31,28.76073421402563,247.0,-218.23926578597437
2021-07-12,28.74737470018766,248.0,-219.25262529981234
2020-02-22,28.58451290591174,249.0,-220.41548709408826
2015-06-14,28.50454223470491,250.0,-221.4954577652951
2019-06-06,28.425565759876722,251.0,-222.57443424012328
2021-11-21,28.257795120981275,252.0,-223.74220487901871
2018-08-12,28.221320541339928,253.0,-224.77867945866006
2021-06-04,28.15321808940311,254.0,-225.8467819105969
2016-12-28,28.118110529782395,255.0,-226.8818894702176
2020-08-23,28.042862291374107,256.0,-227.9571377086259
2020-10-04,27.97817738948886,257.0,-229.02182261051115
2021-05-05,27.911379820299008,258.0,-230.088620179701
2021-09-30,27.892179402736527,259.0,-231.10782059726347
2014-08-30,27.81885741981185,260.0,-232.18114258018815
2014-03-11,27.53116184274299,261.0,-233.468838157257
2019-06-22,27.529359861806704,262.0,-234.4706401381933
2019-07-01,27.52370536990319,263.0,-235.47629463009682
2019-07-26,27.410615531832928,264.0,-236.58938446816708
2021-04-16,27.1807076192725,265.0,-237.8192923807275
2020-08-26,27.156598357090484,266.0,-238.84340164290953
2020-08-22,26.942162625672637,267.0,-240.05783737432736
2018-05-06,26.83951184957809,268.0,-241.1604881504219
2019-05-30,26.79862552350653,269.0,-242.20137447649347
2015-12-26,26.56616998272584,270.0,-243.43383001727415
2019-02-22,26.545851094237392,271.0,-244.45414890576262
2019-07-15,26.468800874892818,272.0,-245.53119912510718
2019-11-09,26.136987833521818,273.0,-246.86301216647817
2021-04-22,26.13002845887134,274.0,-247.86997154112865
2021-08-13,26.09672288018691,275.0,-248.90327711981308
2021-04-23,26.09498303652429,276.0,-249.9050169634757
2021-07-09,25.98481365031628,277.0,-251.01518634968372
2021-09-07,25.967912311879402,278.0,-252.0320876881206
2019-09-04,25.91006251009731,279.0,-253.0899374899027
2014-08-05,25.58496029428213,280.0,-254.41503970571787
2015-11-03,25.578498017820973,281.0,-255.42150198217902
2014-05-26,25.56923956404489,282.0,-256.4307604359551
2021-03-27,25.55103334286105,283.0,-257.44896665713895
2019-05-21,25.253147252911134,284.0,-258.74685274708884
2021-03-19,25.147451750407,285.0,-259.852548249593
2020-05-20,25.144344886723754,286.0,-260.85565511327627
2021-10-25,25.11414617172257,287.0,-261.88585382827745
2013-01-27,25.009382728323416,288.0,-262.99061727167657
2021-09-20,24.659239191221246,289.0,-264.3407608087788
2015-01-31,24.561435122472567,290.0,-265.4385648775274
2020-01-25,24.524463444641903,291.0,-266.4755365553581
2019-08-25,24.490909316862812,292.0,-267.5090906831372
2017-04-27,24.455615345421105,293.0,-268.5443846545789
2017-08-22,24.432873103259723,294.0,-269.56712689674026
2021-09-04,24.406340487404776,295.0,-270.5936595125952
2018-08-11,24.24844967502206,296.0,-271.7515503249779
2017-09-10,24.241863124013573,297.0,-272.75813687598645
2018-02-03,24.21154013446506,298.0,-273.78845986553495
2019-09-05,24.135794797867447,299.0,-274.86420520213255
2016-11-25,24.10435333739297,300.0,-275.895646662607
2013-09-28,24.063404874047745,301.0,-276.93659512595224
2014-04-24,24.0061764450023,302.0,-277.9938235549977
2020-08-03,23.932481638435632,303.0,-279.06751836156434
2019-06-02,23.8464836516833,304.0,-280.1535163483167
2017-09-28,23.79335628269974,305.0,-281.20664371730027
2021-10-13,23.78819888898555,306.0,-282.21180111101444
2020-09-14,23.448432276585432,307.0,-283.55156772341456
2021-01-10,23.390085376614017,308.0,-284.609914623386
2017-03-30,23.327140318391393,309.0,-285.6728596816086
2018-02-22,23.233375172430936,310.0,-286.76662482756905
2020-02-23,23.173723389712556,311.0,-287.82627661028744
2020-02-09,23.173350566070567,312.0,-288.82664943392945
2020-09-15,23.15669777672835,313.0,-289.8433022232716
2021-08-28,22.995265139746728,314.0,-291.0047348602533
2017-08-24,22.924987883231637,315.0,-292.07501211676833
2014-03-27,22.895596952788104,316.0,-293.1044030472119
2020-09-20,22.800340512259684,317.0,-294.1996594877403
2021-06-17,22.788472292989674,318.0,-295.2115277070103
2019-06-27,22.755725949768227,319.0,-296.24427405023175
2019-05-23,22.589695154535402,320.0,-297.4103048454646
2020-08-12,22.58279791715859,321.0,-298.4172020828414
2021-06-02,22.40626592267638,322.0,-299.59373407732363
2020-04-08,22.40042501895187,323.0,-300.59957498104814
2020-06-26,22.342326668075113,324.0,-301.6576733319249
2021-03-31,22.283917630830032,325.0,-302.71608236916995
2018-01-06,22.283047708998723,326.0,-303.7169522910013
2017-12-09,22.273354294306984,327.0,-304.72664570569304
2014-04-22,22.16113437806803,328.0,-305.838865621932
2015-05-21,22.113040128251335,329.0,-306.8869598717487
2019-12-31,21.93613531012713,330.0,-308.06386468987284
2021-06-20,21.91587855891235,331.0,-309.08412144108763
2020-06-06,21.756745001056334,332.0,-310.24325499894366
2018-08-04,21.7458088408913,333.0,-311.2541911591087
2020-05-04,21.61121950613295,334.0,-312.38878049386705
2020-07-09,21.583754831173028,335.0,-313.41624516882695
2020-04-24,21.548522997004984,336.0,-314.45147700299503
2021-11-26,21.45997738203239,337.0,-315.5400226179676
2020-11-20,21.42107944871811,338.0,-316.5789205512819
2021-03-17,21.383548535424463,339.0,-317.61645146457556
2020-06-19,21.370499707954817,340.0,-318.6295002920452
2015-02-14,21.271639305553833,341.0,-319.72836069444617
2021-04-29,21.151030857370102,342.0,-320.8489691426299
2021-09-22,21.127605105198406,343.0,-321.8723948948016
2021-09-27,21.038500254762823,344.0,-322.9614997452372
2013-10-25,21.025824250935166,345.0,-323.97417574906484
2021-03-16,20.985745709421252,346.0,-325.0142542905787
2012-10-27,20.969652155542025,347.0,-326.030347844458
2013-05-03,20.965178271838145,348.0,-327.03482172816183
2017-09-07,20.94069618601414,349.0,-328.0593038139859
2021-12-04,20.908509078255683,350.0,-329.0914909217443
2020-07-06,20.900182683584575,351.0,-330.0998173164154
2013-01-11,20.890613543440168,352.0,-331.10938645655983
2021-08-29,20.81604881504219,353.0,-332.18395118495783
2021-10-07,20.810705009507004,354.0,-333.189294990493
2015-11-06,20.785725825493685,355.0,-334.21427417450633
2021-08-30,20.7432860675805,356.0,-335.25671393241953
2019-10-19,20.723899238197028,357.0,-336.276100761803
2021-05-27,20.6534977071346,358.0,-337.3465022928654
2016-09-22,20.591049747101298,359.0,-338.4089502528987
2018-07-19,20.519219058744582,360.0,-339.48078094125543
2019-05-28,20.44266593758932,361.0,-340.5573340624107
2020-12-11,20.418743087228304,362.0,-341.5812569127717
2021-07-15,20.388544372227123,363.0,-342.6114556277729
2019-06-16,20.375681956578475,364.0,-343.6243180434215
2021-05-18,20.328644040414083,365.0,-344.6713559595859
2017-06-22,20.260790137571924,366.0,-345.7392098624281
2017-03-23,20.213130848670886,367.0,-346.78686915132914
2021-03-02,20.20772490586203,368.0,-347.79227509413795
2021-10-22,20.2003305702959,369.0,-348.7996694297041
2020-06-14,20.09320591049747,370.0,-349.9067940895025
2020-03-26,20.06797817738949,371.0,-350.9320218226105
2020-03-04,20.025103458560654,372.0,-351.97489654143936
2017-07-04,20.023052928529708,373.0,-352.9769470714703
2017-07-25,20.021748045782743,374.0,-353.9782519542173
2017-08-02,19.990679408950253,375.0,-355.00932059104974
2021-04-18,19.831794400188897,376.0,-356.16820559981113
2021-04-15,19.817378552698624,377.0,-357.18262144730136
2021-10-29,19.800042253346092,378.0,-358.1999577466539
2021-01-14,19.715100600246064,379.0,-359.28489939975395
2017-05-04,19.688567984391117,380.0,-360.3114320156089
2017-03-25,19.567276026197078,381.0,-361.4327239738029
2021-08-27,19.54074341034213,382.0,-362.45925658965785
2019-06-04,19.531049995650392,383.0,-363.4689500043496
2021-05-21,19.35675494302012,384.0,-364.6432450569799
2016-04-08,19.314377322380604,385.0,-365.6856226776194
2015-03-28,19.309468477761072,386.0,-366.6905315222389
2016-10-22,19.3058645158885,387.0,-367.6941354841115
2021-03-07,19.26876856351051,388.0,-368.7312314364895
2020-09-05,19.18668522499907,389.0,-369.81331477500095
2016-08-19,19.154125293598618,390.0,-370.8458747064014
2021-09-29,19.11609728211565,391.0,-371.8839027178843
2021-02-09,19.100625100973073,392.0,-372.89937489902695
2016-08-11,19.094908471795893,393.0,-373.9050915282041
2013-06-27,19.08925397989238,394.0,-374.91074602010764
2018-07-14,19.076329426970062,395.0,-375.92367057302994
2016-09-16,19.0331440217729,396.0,-376.9668559782271
2013-04-04,19.023699156175823,397.0,-377.97630084382416
2019-06-09,19.011458113263824,398.0,-378.9885418867362
2018-07-31,18.973181552686196,399.0,-380.0268184473138
2017-06-09,18.913094809052158,400.0,-381.08690519094785
2018-10-11,18.90862092534828,401.0,-382.09137907465174
2020-05-16,18.90464413983372,402.0,-383.09535586016625
2019-11-19,18.896566294257273,403.0,-384.1034337057427
2013-06-19,18.884946624081923,404.0,-385.1150533759181
2021-06-07,18.876868778505475,405.0,-386.12313122149453
2017-11-14,18.790870791753143,406.0,-387.20912920824685
2017-09-12,18.767693588676103,407.0,-388.2323064113239
2015-08-17,18.763965352256204,408.0,-389.2360346477438
2020-09-04,18.74352218922043,409.0,-390.2564778107796
2014-02-20,18.741658071010477,410.0,-391.2583419289895
2019-07-06,18.694371605751424,411.0,-392.3056283942486
2020-06-30,18.609678501746057,412.0,-393.39032149825397
2017-08-17,18.537909950663007,413.0,-394.462090049337
2018-07-17,18.520697925857807,414.0,-395.4793020741422
2020-06-22,18.48447189531112,415.0,-396.5155281046889
2013-03-22,18.471423067841474,416.0,-397.5285769321585
2018-02-01,18.42363950439311,417.0,-398.5763604956069
2021-02-20,18.420532640709858,418.0,-399.57946735929016
2016-08-17,18.418109287036923,419.0,-400.58189071296306
2018-10-20,18.36852374265227,420.0,-401.63147625734774
2018-05-10,18.363242074390744,421.0,-402.63675792560923
2016-12-26,18.33136565300061,422.0,-403.6686343469994
2020-08-14,18.279294617669354,423.0,-404.72070538233066
2013-03-27,18.211564989374526,424.0,-405.78843501062545
2021-08-19,18.176705978848474,425.0,-406.8232940211515
2020-05-07,18.026893012042205,426.0,-407.9731069879578
2021-04-27,17.957609951905752,427.0,-409.04239004809426
2015-07-26,17.907651583879108,428.0,-410.0923484161209
2019-12-09,17.857506804031466,429.0,-411.14249319596854
2017-05-25,17.78766450843203,430.0,-412.21233549156796
2021-07-26,17.77355934731008,431.0,-413.2264406526899
2020-04-12,17.76796699268023,432.0,-414.2320330073198
2021-12-22,17.7286340984503,433.0,-415.2713659015497
2014-03-23,17.66606186386966,434.0,-416.3339381361303
2021-08-12,17.623559968682816,435.0,-417.3764400313172
2017-04-06,17.54278151291834,436.0,-418.45721848708166
2021-10-15,17.45908260529161,437.0,-419.5409173947084
2016-05-30,17.429318851206087,438.0,-420.57068114879394
2015-06-21,17.405023177203077,439.0,-421.5949768227969
2021-08-10,17.40005219530988,440.0,-422.59994780469015
2014-11-27,17.366498067530788,441.0,-423.6335019324692
2019-06-10,17.29131196639616,442.0,-424.70868803360383
2021-05-24,17.27913306075783,443.0,-425.72086693924217
2013-11-05,17.246510992083714,444.0,-426.7534890079163
2021-05-10,17.22414157356432,445.0,-427.77585842643566
2021-06-12,17.082095765966173,446.0,-428.9179042340338
2013-01-10,17.048355226366088,447.0,-429.9516447736339
2021-12-09,16.999142505623425,448.0,-431.0008574943766
2013-11-15,16.83833124137845,449.0,-432.16166875862154
2020-06-27,16.708029378502992,450.0,-433.291970621497
2020-07-02,16.704736102998744,451.0,-434.29526389700123
2021-10-11,16.647942634868954,452.0,-435.35205736513103
2019-06-19,16.64701057576398,453.0,-436.352989424236
2013-12-19,16.597611443200318,454.0,-437.4023885567997
2020-06-28,16.589844283992196,455.0,-438.4101557160078
2019-11-16,16.56182037356929,456.0,-439.4381796264307
2020-06-18,16.537773248660944,457.0,-440.4622267513391
2017-08-15,16.485018703319373,458.0,-441.5149812966806
2019-06-14,16.47824574048989,459.0,-442.5217542595101
2020-07-07,16.447239240931065,460.0,-443.5527607590689
2014-09-13,16.441709023574884,461.0,-444.5582909764251
2019-05-20,16.33713199199672,462.0,-445.6628680080033
2013-08-24,16.33091826463022,463.0,-446.6690817353698
2013-04-09,16.281519132066563,464.0,-447.7184808679334
2021-02-23,16.209688443709844,465.0,-448.79031155629013
2021-08-22,16.171784706774208,466.0,-449.8282152932258
2021-10-09,16.149477425528477,467.0,-450.85052257447154
2021-11-09,16.120086495084944,468.0,-451.87991350491507
2015-06-07,16.107659040351948,469.0,-452.89234095964804
2013-08-22,16.104738588489692,470.0,-453.8952614115103
2021-08-25,15.956541190798713,471.0,-455.0434588092013
2013-03-26,15.876881205960208,472.0,-456.1231187940398
2012-12-19,15.719114668124822,473.0,-457.2808853318752
2014-05-07,15.713646588042304,474.0,-458.2863534119577
2018-01-23,15.645419861558155,475.0,-459.35458013844186
2020-11-13,15.62988554314191,476.0,-460.3701144568581
2020-06-09,15.629512719499921,477.0,-461.3704872805001
2018-06-07,15.629202033131596,478.0,-462.3707979668684
2017-08-31,15.610498713758435,479.0,-463.38950128624157
2017-08-28,15.578746566915632,480.0,-464.42125343308436
2020-03-31,15.430673443771981,481.0,-465.569326556228
2021-04-06,15.421725676364224,482.0,-466.57827432363575
2020-07-28,15.412777908956468,483.0,-467.58722209104354
2021-11-19,15.263462040339517,484.0,-468.7365379596605
2015-11-05,15.188089527383896,485.0,-469.8119104726161
2019-02-10,15.169945443473722,486.0,-470.8300545565263
2021-01-21,15.129183391949496,487.0,-471.8708166080505
2012-12-08,15.12638721463457,488.0,-472.8736127853654
2020-04-15,15.11998707544708,489.0,-473.88001292455294
2018-10-28,15.106316875240783,490.0,-474.8936831247592
2018-12-13,15.071209315620068,491.0,-475.9287906843799
2021-08-04,15.038649384219621,492.0,-476.96135061578036
2021-11-27,15.030074440453852,493.0,-477.96992555954614
2020-09-28,14.93438303900978,494.0,-479.0656169609902
2020-08-07,14.931338312600197,495.0,-480.0686616873998
2017-09-19,14.915431170541963,496.0,-481.084568829458
2013-06-12,14.904557147650591,497.0,-482.09544285234944
2020-08-20,14.803459803397667,498.0,-483.1965401966023
2020-07-15,14.802154920650702,499.0,-484.1978450793493
2020-05-21,14.788795406812731,500.0,-485.2112045931873
2021-11-11,14.667254899524028,501.0,-486.33274510047596
